Name,Position
Isaiah Crawford,F
Jae Crowder,PF
DeMar DeRozan,SF
Keon Ellis,G
De'Aaron Fox,PG
Kevin Huerter,SG
Colby Jones,G
Isaac Jones,C
Mason Jones,G
Alex Len,C
Trey Lyles,PF
Doug McDermott,SF
Jordan McLaughlin,PG
Malik Monk,SG
Keegan Murray,SF
Domantas Sabonis,PF
